,parameters,mean,std,2.5q,25q,50q,75q,97.5q,mc err
538,alpha_subj(Stressed).1110,2.871557989772556,1.276534507730333,1.0221217136895573,2.0042997984021955,2.6287494814881653,3.4504364136144425,6.207205472161022,0.09160125420438243
539,alpha_subj(Stressed).1112,2.857062885818347,1.2675963468599116,0.9914307347626077,1.9901139718956053,2.650600590763206,3.4455007574976815,6.177264912001375,0.09154528344155989
540,alpha_subj(Stressed).1114,2.881529090579676,1.3267989328697707,0.8838694367737662,2.0005407247896327,2.6156510929734234,3.5072280114745342,6.294858518558531,0.09038175158982972
541,alpha_subj(Stressed).1115,2.8438737419390647,1.3042839423747403,0.9197177179728464,1.9837501335074612,2.606491069326146,3.4006069888963717,6.287769071479386,0.09476442209666505
542,alpha_subj(Stressed).1119,2.8881959163373057,1.2924451646867463,1.0162332987464022,2.001153314261364,2.640020106173812,3.4901548190327496,6.163493862949511,0.09152598267583631
543,alpha_subj(Stressed).1123,2.90289679053121,1.2922733687377608,1.023544832784479,2.01655071903847,2.6617693018169435,3.4612462220598745,6.319019993060143,0.09356042070703602
544,alpha_subj(Stressed).1124,2.880288780267807,1.2875143150428832,0.9372061480570513,2.0175905673366135,2.6516163620935425,3.4677145982669857,6.239724336489788,0.09016851532928134
545,alpha_subj(Stressed).1125,2.8724729419161763,1.286583168720133,0.9150518791359694,2.000663674714386,2.6507443724706623,3.4394400075064366,6.216444828761154,0.08933223800148574
546,alpha_subj(Stressed).1128,2.8768739754921415,1.32755816023486,1.0066708964867976,1.990085606912302,2.610082173948606,3.4774910881621075,6.354734892976003,0.09518078617252426
547,alpha_subj(Stressed).1130,2.8873402598747404,1.3315982755644413,0.9623836983335883,1.986465943677588,2.633179162096637,3.4847580673462257,6.378204406914383,0.09711162098419782
548,alpha_subj(Stressed).1141,2.9645375315268745,1.2706736909512584,1.2523164000227136,2.0892126584329147,2.69649249923844,3.5596926559670186,6.205087512003722,0.0905838757992285
549,alpha_subj(Stressed).1143,2.871493265975171,1.3311509005401752,0.952232559861681,1.9685655712027037,2.6269840783961245,3.461157818146665,6.188736757095059,0.09237225571219379
550,alpha_subj(Stressed).1144,2.8715516760380404,1.2601472132825435,1.118618744079951,1.9848422604248674,2.6407194439449846,3.4682131825651257,5.978927660745441,0.08870465132826735
551,alpha_subj(Stressed).1145,2.874463723523421,1.2530580243659861,1.0551122987029207,2.00792247919654,2.648330102603179,3.472249997175963,6.059071709213951,0.08768388762355508
552,alpha_subj(Stressed).1147,2.8825367052744406,1.2692100307081675,1.0435101870374313,1.992407240622316,2.6363411149148934,3.4863723542099545,6.196330598195497,0.09210450463562991
553,alpha_subj(Stressed).1148,2.8998518538695413,1.2961582423600537,1.0438425852605229,2.0054160229691087,2.6587515837040354,3.518229564227077,6.046380458508841,0.09368811076364206
554,alpha_subj(Stressed).1149,2.855710523059354,1.293727278009106,0.9014546911270553,1.9700754499313025,2.593534653506817,3.463542138272472,6.1671778565534305,0.08971834427416733
555,alpha_subj(Stressed).1151,2.906082245109583,1.303844317947709,1.110899634976915,2.004924241132999,2.683928318901038,3.4966645837287222,6.223241172967205,0.09378740161833876
556,alpha_subj(Stressed).1153,2.868375679156027,1.3132399783150102,0.9262686835016392,1.983550288785239,2.6147855113818594,3.4849431469030705,6.401153377648961,0.09347721122863437
557,alpha_subj(Stressed).1155,2.9078580586379412,1.2678709980724638,1.0588958936503223,2.034583914185276,2.6650662018970483,3.4740557508027803,6.17812418564449,0.09010291811610957
558,alpha_subj(Stressed).1157,2.867506901510603,1.2997212573227912,0.9905499607482631,1.9976223161610829,2.6182097347517117,3.451626227115402,6.30213549881339,0.09255992498462037
559,alpha_subj(Stressed).1158,2.8890574117594383,1.283613733952235,1.0376893056409675,1.9839517338585118,2.6489817238109166,3.493667090917258,6.178791359696932,0.08951397054386509
560,alpha_subj(Stressed).1159,2.8767766670438712,1.2677971636363374,0.9530316290614063,2.0259561284062713,2.662517136998612,3.449447782928214,6.078395552009057,0.08626774974976177
561,alpha_subj(Stressed).1160,2.885583448038109,1.2886773356984547,0.9884139996178576,1.97985466348729,2.6462923756133945,3.480136954620984,6.279187629315741,0.09285209960015359
562,alpha_subj(Stressed).1161,2.908683178846627,1.2801933695368757,1.0395097157702904,2.0280794719752344,2.682458451900989,3.52299841085115,5.963538676641129,0.09233793593338974
563,alpha_subj(Stressed).1162,2.896203979867576,1.2794216298130225,1.0108501748175267,2.034028913820152,2.6596886584390287,3.4972057462657857,6.142131376913398,0.09163654053254769
564,alpha_subj(Stressed).1163,2.8722456075006293,1.2761321518703752,1.0500673591567546,2.0003386681721165,2.635235788645724,3.4359461436034735,6.242652028524822,0.09016477087676374
565,alpha_subj(Stressed).1164,2.8615776360506775,1.230874132034551,1.0693007310131168,2.0188033633159486,2.6335112804487855,3.4326380879488365,6.03669102316972,0.08671253368439519
566,alpha_subj(Stressed).1166,2.8758759994401153,1.2999464425932992,0.9022540944811537,2.0000098996584197,2.6294647309216916,3.4912613463618865,6.1936546079082655,0.09222807525697646
567,alpha_subj(Stressed).1168,2.8806114665342144,1.2837116384362621,1.0019396068801885,1.9875699806388,2.6470135167536615,3.4799844166583433,6.211217946358478,0.09130184974491468
568,alpha_subj(Stressed).1169,2.960195410790428,1.2649049365117884,1.2395998863840685,2.0557880065685943,2.706168016109019,3.5772469212955373,6.241896687054508,0.09325740069621276
569,alpha_subj(Stressed).1172,2.8602403692457106,1.2636119067718583,0.964362832894277,1.9737720513153507,2.6230026643074136,3.479183885505811,6.074645526757221,0.08771372638303332
570,alpha_subj(Stressed).1173,2.8586446893978126,1.3150266434290332,0.9279064217611529,1.999810419510349,2.6014626577865565,3.4243719445299146,6.322530121401632,0.09403778296987036
571,alpha_subj(Stressed).1174,2.8777789039898005,1.2717842590572268,1.0491806438422682,2.0209780275056333,2.620350307350642,3.4470931469206145,6.2635947231380165,0.08859837421321523
572,alpha_subj(Stressed).1175,2.860141848961464,1.3004018711447707,0.9002674814366189,1.996466279636194,2.626687819065479,3.458227843000956,6.290818558113704,0.09097429742059294
